"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060079","excitatory postsynaptic potential","8/84","121/28928",0.0661157024793388,22.7689885871704,12.9492769069124,2.47841253363908e-09,1.78531164923174e-07,1.10201646232591e-07,"Cux2/Gria1/Grin2b/Lrrk2/Ppp3ca/Ptk2b/Shank1/Slc8a2",8
"GO:0060997","dendritic spine morphogenesis","7/84","79/28928",0.0886075949367089,30.5147679324895,14.1759160939008,3.30257638299587e-09,2.29969402135946e-07,1.41952844532279e-07,"Arc/Cux2/Itpka/Lrrk2/Ppfia2/Shank1/Stau2",7
"GO:0035249","synaptic transmission, glutamatergic","8/84","128/28928",0.0625,21.5238095238095,12.5582843916215,3.87424554991846e-09,2.61074159799344e-07,1.61152828477084e-07,"Gria1/Grin2b/Grm3/Lrrk2/Napb/Ntrk2/Pak1/Ptk2b",8
"GO:0007616","long-term memory","6/84","46/28928",0.130434782608696,44.9192546583851,16.0873252586418,4.26668820525459e-09,2.78534739399276e-07,1.71930692481476e-07,"Arc/Btbd9/Gria1/Ntrk2/Shank1/Snap25",6
"GO:0030100","regulation of endocytosis","11/84","355/28928",0.0309859154929577,10.6709590878605,9.89394289389096,6.80415927807452e-09,4.30723900966596e-07,2.65872252492545e-07,"Arc/Btbd9/Hpca/Lrrk2/Napb/Ncdn/Nsf/Numb/Ppp3ca/Ppp3r1/Tspan7",11
"GO:0060996","dendritic spine development","8/84","138/28928",0.0579710144927536,19.9641131815045,12.0507713632495,7.02323051367092e-09,4.31515545384075e-07,2.66360909574207e-07,"Arc/Cux2/Itpka/Lrrk2/Pak1/Ppfia2/Shank1/Stau2",8
"GO:0098884","postsynaptic neurotransmitter receptor internalization","6/84","51/28928",0.117647058823529,40.515406162465,15.2418996938596,8.10919849278335e-09,4.70558768095123e-07,2.9046105712455e-07,"Arc/Hpca/Ncdn/Numb/Ppp3r1/Tspan7",6
"GO:0140239","postsynaptic endocytosis","6/84","51/28928",0.117647058823529,40.515406162465,15.2418996938596,8.10919849278335e-09,4.70558768095123e-07,2.9046105712455e-07,"Arc/Hpca/Ncdn/Numb/Ppp3r1/Tspan7",6
"GO:0032956","regulation of actin cytoskeleton organization","11/84","366/28928",0.0300546448087432,10.3502472027062,9.71477900585429,9.32164532838924e-09,5.26295056513652e-07,3.2486530660816e-07,"Nckap1/Nrp1/Pak1/Pam/Prkce/Prox1/Ptk2b/Shank1/Stau2/Tmsb10/Tmsb4x",11
"GO:0048259","regulation of receptor-mediated endocytosis","8/84","144/28928",0.0555555555555556,19.1322751322751,11.7712225503501,9.82011605545278e-09,5.3984795894318e-07,3.33231084984201e-07,"Arc/Hpca/Napb/Ncdn/Nsf/Numb/Ppp3r1/Tspan7",8
"GO:0051592","response to calcium ion","8/84","149/28928",0.0536912751677852,18.4902524768297,11.5508770374207,1.28399168959284e-08,6.87758625528061e-07,4.24531665249993e-07,"Hcn1/Hpca/Itpka/Kcnb1/Kcnma1/Neurod2/Ppp3ca/Ptk2b",8
"GO:0007215","glutamate receptor signaling pathway","6/84","57/28928",0.105263157894737,36.250626566416,14.3759632094734,1.61145462102703e-08,8.21055781298896e-07,5.06811787100928e-07,"Atp1a3/Gria1/Grin2b/Grm3/Kcnb1/Ptk2b",6
"GO:0099590","neurotransmitter receptor internalization","6/84","57/28928",0.105263157894737,36.250626566416,14.3759632094734,1.61145462102703e-08,8.21055781298896e-07,5.06811787100928e-07,"Arc/Hpca/Ncdn/Numb/Ppp3r1/Tspan7",6
"GO:0007416","synapse assembly","10/84","304/28928",0.0328947368421053,11.328320802005,9.76933374419927,1.96993734472887e-08,9.7980931265205e-07,6.04805325136057e-07,"Cux2/Epha7/Gabra1/Gria1/Lin7a/Ntrk2/Numb/Ptk2b/Snap25/Stau2",10
"GO:0061001","regulation of dendritic spine morphogenesis","6/84","62/28928",0.0967741935483871,33.3271889400922,13.7509936019717,2.69852657641335e-08,1.31098186468081e-06,8.09227675913429e-07,"Arc/Cux2/Itpka/Lrrk2/Ppfia2/Stau2",6
"GO:0032970","regulation of actin filament-based process","11/84","416/28928",0.0264423076923077,9.10622710622711,8.98700924397644,3.45644508440589e-08,1.6410258593918e-06,1.01295340392278e-06,"Nckap1/Nrp1/Pak1/Pam/Prkce/Prox1/Ptk2b/Shank1/Stau2/Tmsb10/Tmsb4x",11
"GO:0019722","calcium-mediated signaling","9/84","241/28928",0.037344398340249,12.8606994665086,9.97791623261642,3.56079027361405e-08,1.65299797368439e-06,1.02034341173736e-06,"Atp1a3/Gria1/Grin2b/Hpca/Lrrk2/Neurod2/Ppp3ca/Ppp3r1/Slc8a2",9
"GO:0001508","action potential","8/84","184/28928",0.0434782608695652,14.9730848861284,10.2610358317523,6.63856500985762e-08,3.01477441425925e-06,1.86092497415917e-06,"Gna14/Gria1/Grin2b/Hcn1/Kcnb1/Kcnma1/Ntrk2/Slc8a2",8
"GO:0099504","synaptic vesicle cycle","9/84","261/28928",0.0344827586206897,11.8752052545156,9.52423692213133,7.04554739018022e-08,3.13152095703968e-06,1.93298892563735e-06,"Btbd9/Cplx1/Cplx2/Lrrk2/Napb/Ppfia2/Ppp3r1/Snap25/Syt5",9
"GO:0060291","long-term synaptic potentiation","9/84","263/28928",0.0342205323193916,11.7848995111353,9.48159938143276,7.51942260301308e-08,3.23298782626205e-06,1.99562121749062e-06,"Arc/Gria1/Grin2b/Nrgn/Ntrk2/Pak1/Ptk2b/Slc8a2/Snap25",9
"GO:0050806","positive regulation of synaptic transmission","10/84","351/28928",0.0284900284900285,9.81142314475648,8.963030943609,7.58336062646435e-08,3.23298782626205e-06,1.99562121749062e-06,"Arc/Gria1/Grin2b/Nrgn/Ntrk2/Pak1/Prkce/Ptk2b/Slc8a2/Snap25",10
"GO:0016079","synaptic vesicle exocytosis","7/84","125/28928",0.056,19.2853333333333,11.0561169362313,8.1612905416426e-08,3.39251139039043e-06,2.09409007242361e-06,"Cplx1/Cplx2/Lrrk2/Napb/Ppfia2/Snap25/Syt5",7
"GO:0045055","regulated exocytosis","9/84","266/28928",0.0338345864661654,11.6519871106337,9.41850130125305,8.28233991909582e-08,3.39251139039043e-06,2.09409007242361e-06,"Cplx1/Cplx2/Kcnb1/Lrrk2/Napb/Ppfia2/Rasgrp1/Snap25/Syt5",9
"GO:0008306","associative learning","7/84","130/28928",0.0538461538461538,18.5435897435897,10.8186375880771,1.06865511839876e-07,4.29311642756734e-06,2.65000510129248e-06,"Atp1a3/Gria1/Grin2b/Neurod2/Shank1/Snap25/Tbr1",7
"GO:0060292","long-term synaptic depression","5/84","40/28928",0.125,43.047619047619,14.3607216404027,1.11152432227229e-07,4.38108360231475e-06,2.70430445835861e-06,"Arc/Gria1/Kcnb1/Ptk2b/Stau2",5
"GO:0048168","regulation of neuronal synaptic plasticity","6/84","79/28928",0.0759493670886076,26.1555153707052,12.0821710680437,1.17314623078952e-07,4.53833791873945e-06,2.80137257839602e-06,"Arc/Atp1a3/Grin2b/Ncdn/Shisa6/Slc8a2",6
"GO:2000463","positive regulation of excitatory postsynaptic potential","5/84","42/28928",0.119047619047619,40.9977324263038,13.9984486937205,1.43044492370166e-07,5.43308990111411e-06,3.35367470150149e-06,"Cux2/Gria1/Grin2b/Ptk2b/Shank1",5
"GO:0030900","forebrain development","11/84","480/28928",0.0229166666666667,7.89206349206349,8.21689270563101,1.46297678437885e-07,5.45742589744181e-06,3.36869654297761e-06,"Aplp1/Atp1a3/Gria1/Lrrk2/Nfib/Nrp1/Ntrk2/Numb/Pak1/Prox1/Tbr1",11
"GO:0006898","receptor-mediated endocytosis","9/84","286/28928",0.0314685314685315,10.8371628371628,9.02224890458407,1.53241888178108e-07,5.61618077901874e-06,3.46669091446321e-06,"Arc/Gria1/Hpca/Napb/Ncdn/Nsf/Numb/Ppp3r1/Tspan7",9
"GO:0051963","regulation of synapse assembly","8/84","208/28928",0.0384615384615385,13.2454212454212,9.56481945296483,1.70406619956353e-07,6.13757636360036e-06,3.78853193187899e-06,"Cux2/Epha7/Lin7a/Ntrk2/Numb/Ptk2b/Snap25/Stau2",8
"GO:0007626","locomotory behavior","9/84","292/28928",0.0308219178082192,10.614481409002,8.91096443287452,1.82631095646198e-07,6.46637896279505e-06,3.99149138566624e-06,"Atp1a3/Btbd9/Gria1/Kcnma1/Lrrk2/Nr3c2/Olfm2/Prkce/Snap25",9
"GO:0099170","postsynaptic modulation of chemical synaptic transmission","5/84","45/28928",0.111111111111111,38.2645502645503,13.5003363387477,2.04047716391188e-07,7.10426132568652e-06,4.38523601016149e-06,"Grm3/Nrgn/Ppp3ca/Ppp3r1/Ptk2b",5
"GO:1901888","regulation of cell junction assembly","9/84","309/28928",0.029126213592233,10.0305131761442,8.61247631152349,2.94085652132938e-07,1.0071228316487e-05,6.21665097261172e-06,"Cux2/Epha7/Lin7a/Nrp1/Ntrk2/Numb/Ptk2b/Snap25/Stau2",9
"GO:0097120","receptor localization to synapse","6/84","102/28928",0.0588235294117647,20.2577030812325,10.514193817777,5.38899538480608e-07,1.81574376755805e-05,1.12080124726442e-05,"Anks1b/Cplx1/Kif5a/Nbea/Olfm2/Shisa6",6
"GO:0006813","potassium ion transport","8/84","249/28928",0.0321285140562249,11.0644482692675,8.60738523640118,6.67995869638205e-07,2.21498947884795e-05,1.36724300803141e-05,"Atp1a3/Hcn1/Kcnb1/Kcnma1/Nr3c2/Nsf/Ptk2b/Snap25",8
"GO:0035418","protein localization to synapse","6/84","112/28928",0.0535714285714286,18.4489795918367,9.98448791549735,9.35598782508402e-07,3.00687054870777e-05,1.85604616772922e-05,"Cplx1/Kif5a/Nbea/Olfm2/Shank1/Stau2",6
"GO:0140029","exocytic process","6/84","112/28928",0.0535714285714286,18.4489795918367,9.98448791549735,9.35598782508402e-07,3.00687054870777e-05,1.85604616772922e-05,"Cplx1/Cplx2/Kcnb1/Napb/Snap25/Syt5",6
"GO:0019226","transmission of nerve impulse","6/84","114/28928",0.0526315789473684,18.125313283208,9.88673223421211,1.03814829487308e-06,3.2858966484695e-05,2.02828016143465e-05,"Atp1a3/Gria1/Hcn1/Kcnma1/Ntrk2/Pak1",6
"GO:0050767","regulation of neurogenesis","10/84","485/28928",0.0206185567010309,7.1006381934217,7.31176181190796,1.45784877713097e-06,4.4999925327902e-05,2.77770318342596e-05,"Cux2/Epha7/Itpka/Nrp1/Ntrk2/Numb/Pak1/Ppp3ca/Prox1/Stau2",10
"GO:0034765","regulation of monoatomic ion transmembrane transport","9/84","375/28928",0.024,8.26514285714286,7.64183254850686,1.46916732476014e-06,4.4999925327902e-05,2.77770318342596e-05,"Arc/Gria1/Grin2b/Hpca/Nr3c2/Ppp3ca/Ppp3r1/Prkce/Ptk2b",9
"GO:0035235","ionotropic glutamate receptor signaling pathway","4/84","29/28928",0.137931034482759,47.5008210180624,13.5201593316228,1.48635464223324e-06,4.4999925327902e-05,2.77770318342596e-05,"Atp1a3/Gria1/Grin2b/Ptk2b",4
"GO:0033555","multicellular organismal response to stress","6/84","125/28928",0.048,16.5302857142857,9.39029394652679,1.7801131417423e-06,5.26007591622261e-05,3.24687863615061e-05,"Atp1a3/Gria1/Grin2b/Hcn1/Neurod2/Ppp3ca",6
"GO:0110053","regulation of actin filament organization","8/84","284/28928",0.028169014084507,9.700871898055,7.95185971108084,1.78777113476211e-06,5.26007591622261e-05,3.24687863615061e-05,"Nckap1/Nrp1/Pak1/Prkce/Ptk2b/Shank1/Tmsb10/Tmsb4x",8
"GO:0009743","response to carbohydrate","8/84","293/28928",0.0273037542662116,9.40289289777344,7.80149154127328,2.25374151425307e-06,6.53898058788147e-05,4.03630607450293e-05,"Gria1/Kcnb1/Nnat/Ppp3ca/Prkce/Ptk2b/Vsnl1/Zbtb20",8
"GO:1902903","regulation of supramolecular fiber organization","9/84","406/28928",0.0221674876847291,7.63406052076003,7.26467275063481,2.81336031865947e-06,8.05083521325978e-05,4.96952615768977e-05,"Nckap1/Nrp1/Pak1/Prkce/Prox1/Ptk2b/Shank1/Tmsb10/Tmsb4x",9
"GO:0050805","negative regulation of synaptic transmission","5/84","76/28928",0.0657894736842105,22.65664160401,10.201723327457,2.8754750504335e-06,8.11738835183187e-05,5.01060730694316e-05,"Arc/Gria1/Kcnb1/Ptk2b/Stau2",5
"GO:0032535","regulation of cellular component size","9/84","411/28928",0.0218978102189781,7.54118873826903,7.20757667027683,3.10782725154612e-06,8.65633483797313e-05,5.34328194125474e-05,"Epha7/Kcnma1/Nckap1/Nrp1/Pak1/Prkce/Ptk2b/Tmsb10/Tmsb4x",9
"GO:0032252","secretory granule localization","4/84","36/28928",0.111111111111111,38.2645502645503,12.0731870410335,3.62969950121334e-06,9.97689770794035e-05,6.15842366895615e-05,"Kif5a/Ppfia2/Rasgrp1/Snap25",4
"GO:0017157","regulation of exocytosis","7/84","225/28928",0.0311111111111111,10.7140740740741,7.89391820050924,4.27405684282379e-06,0.000115954607073492,7.15751145927429e-05,"Cplx1/Kcnb1/Lrrk2/Nsf/Ppfia2/Syt5/Vsnl1",7
"GO:0050773","regulation of dendrite development","6/84","146/28928",0.0410958904109589,14.1526418786693,8.59790289980718,4.38286566623081e-06,0.000117382133035335,7.24562812568521e-05,"Cux2/Itpka/Ntrk2/Numb/Ppp3ca/Stau2",6
"GO:0021537","telencephalon development","8/84","322/28928",0.0248447204968944,8.55604850635907,7.3579647566699,4.52020978095292e-06,0.000119042639985048,7.34812597221957e-05,"Atp1a3/Gria1/Lrrk2/Nfib/Ntrk2/Numb/Prox1/Tbr1",8
"GO:1902414","protein localization to cell junction","6/84","147/28928",0.0408163265306122,14.0563654033042,8.56429505364882,4.55883733786684e-06,0.000119042639985048,7.34812597221957e-05,"Cplx1/Kif5a/Nbea/Olfm2/Shank1/Stau2",6
"GO:1905475","regulation of protein localization to membrane","7/84","230/28928",0.0304347826086957,10.4811594202899,7.79046083918438,4.93742764098165e-06,0.000127336868419885,7.86010248239444e-05,"Cplx1/Hpca/Kcnb1/Nbea/Numb/Pak1/Shisa6",7
"GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane","4/84","39/28928",0.102564102564103,35.3211233211233,11.5742041996126,5.03477155584368e-06,0.000128263875367774,7.91732369179525e-05,"Cplx1/Cplx2/Snap25/Syt5",4
"GO:0099500","vesicle fusion to plasma membrane","4/84","40/28928",0.1,34.4380952380952,11.4202703690723,5.5818403473566e-06,0.000140487523923228,8.6718508884107e-05,"Cplx1/Cplx2/Snap25/Syt5",4
"GO:0051966","regulation of synaptic transmission, glutamatergic","5/84","88/28928",0.0568181818181818,19.5670995670996,9.41350530696202,5.93340689287233e-06,0.000145822199990709,9.00114358361437e-05,"Grin2b/Grm3/Lrrk2/Ntrk2/Ptk2b",5
"GO:0060998","regulation of dendritic spine development","5/84","88/28928",0.0568181818181818,19.5670995670996,9.41350530696202,5.93340689287233e-06,0.000145822199990709,9.00114358361437e-05,"Cux2/Itpka/Ppfia2/Shank1/Stau2",5
"GO:0046958","nonassociative learning","3/84","13/28928",0.230769230769231,79.4725274725275,15.2718382620061,6.61455785065936e-06,0.000160672225000319,9.91778869896906e-05,"Atp1a3/Grin2b/Shank1",3
"GO:0048499","synaptic vesicle membrane organization","4/84","43/28928",0.0930232558139535,32.0354374307863,10.9905521213057,7.48772550097952e-06,0.000179791477833864,0.000110979597564427,"Cplx1/Cplx2/Snap25/Syt5",4
"GO:1990806","ligand-gated ion channel signaling pathway","4/84","44/28928",0.0909090909090909,31.3073593073593,10.8569881852863,8.21831915679994e-06,0.00019509168998358,0.000120423935012918,"Atp1a3/Gria1/Grin2b/Ptk2b",4
"GO:0031346","positive regulation of cell projection organization","9/84","471/28928",0.0191082802547771,6.58052775250227,6.58953495768714,9.30988684130261e-06,0.000218520827095294,0.000134886000953231,"Cux2/Itpka/Nckap1/Nrp1/Ntrk2/Numb/Pak1/Ptk2b/Stau2",9
"GO:0009749","response to glucose","7/84","254/28928",0.0275590551181102,9.49081364829396,7.33475521480206,9.43618973850719e-06,0.000219024448486017,0.000135196870522471,"Kcnb1/Nnat/Ppp3ca/Prkce/Ptk2b/Vsnl1/Zbtb20",7
"GO:0007015","actin filament organization","9/84","476/28928",0.0189075630252101,6.51140456182473,6.54294041181122,1.01271015791653e-05,0.000232478188998642,0.000143501439380885,"Nckap1/Nrp1/Pak1/Prkce/Prox1/Ptk2b/Shank1/Tmsb10/Tmsb4x",9
"GO:0009746","response to hexose","7/84","260/28928",0.0269230769230769,9.27179487179487,7.23021695928874,1.09787477189266e-05,0.000249246273603336,0.000153851848108683,"Kcnb1/Nnat/Ppp3ca/Prkce/Ptk2b/Vsnl1/Zbtb20",7
"GO:0048814","regulation of dendrite morphogenesis","5/84","100/28928",0.05,17.2190476190476,8.76761941287737,1.10961720656344e-05,0.000249246273603336,0.000153851848108683,"Cux2/Itpka/Numb/Ppp3ca/Stau2",5
"GO:0034284","response to monosaccharide","7/84","268/28928",0.0261194029850746,8.99502487562189,7.09598552164859,1.33555779997998e-05,0.000296806408952998,0.000183209216682584,"Kcnb1/Nnat/Ppp3ca/Prkce/Ptk2b/Vsnl1/Zbtb20",7
"GO:0030073","insulin secretion","7/84","275/28928",0.0254545454545455,8.76606060606061,6.9830583315526,1.57708347241487e-05,0.000346792355144701,0.000214063961629719,"Cplx1/Kcnb1/Nnat/Ppp3ca/Prkce/Snap25/Vsnl1",7
"GO:0050848","regulation of calcium-mediated signaling","5/84","109/28928",0.0458715596330275,15.7972913936217,8.35256028804618,1.68703604039648e-05,0.000367106071707109,0.00022660297691729,"Lrrk2/Neurod2/Ppp3ca/Ppp3r1/Slc8a2",5
"GO:0051602","response to electrical stimulus","4/84","53/28928",0.0754716981132075,25.9910152740341,9.82707873547828,1.73785926175191e-05,0.000374266803896881,0.000231023070607281,"Atp1a3/Gria1/Hpca/Neurod2",4
"GO:0043278","response to morphine","3/84","18/28928",0.166666666666667,57.3968253968254,12.9160721436154,1.8675218790274e-05,0.000394065980332145,0.000243244476534669,"Arc/Gria1/Prkce",3
"GO:1902065","response to L-glutamate","3/84","18/28928",0.166666666666667,57.3968253968254,12.9160721436154,1.8675218790274e-05,0.000394065980332145,0.000243244476534669,"Gria1/Hpca/Kcnb1",3
"GO:1902905","positive regulation of supramolecular fiber organization","6/84","189/28928",0.0317460317460317,10.9327286470144,7.39311130048481,1.91300926320706e-05,0.000399627635083955,0.000246677510255647,"Nckap1/Nrp1/Pak1/Prkce/Prox1/Ptk2b",6
"GO:1900452","regulation of long-term synaptic depression","3/84","19/28928",0.157894736842105,54.3759398496241,12.5594146374684,2.21303243639866e-05,0.000457725223726416,0.000282539315746572,"Arc/Kcnb1/Stau2",3
"GO:0014072","response to isoquinoline alkaloid","3/84","20/28928",0.15,51.6571428571429,12.229543986899,2.59810931783e-05,0.000532102976955575,0.000328450352357249,"Arc/Gria1/Prkce",3
"GO:0071867","response to monoamine","4/84","59/28928",0.0677966101694915,23.3478611783697,9.27277448610963,2.66554053991585e-05,0.000540613027949924,0.000333703337904642,"Aplp1/Atp1a3/Gna14/Lrrk2",4
